"ingredient","box_file_name","line_file_name","box_image_url","line_image_url","box_file_id","line_file_id"
"라면사리","라면사리_box.png","라면사리_line.png","https://drive.google.com/uc?export=download&id=1Q958O0sPRrw-5yG7kPCCGqxZE3GKdYV1","https://drive.google.com/uc?export=download&id=1w59i8Wle7sJKtvGpnIz8U5c6d3sv2Rrb","1Q958O0sPRrw-5yG7kPCCGqxZE3GKdYV1","1w59i8Wle7sJKtvGpnIz8U5c6d3sv2Rrb"
"마늘","마늘_box.png","마늘_line.png","https://drive.google.com/uc?export=download&id=1f3yMG9yJLNcvgoL3s5y1HTM38EqyDXce","https://drive.google.com/uc?export=download&id=1yQ_8_-5mC0Gxulrxe9YZlDNNSQ9K9Kt8","1f3yMG9yJLNcvgoL3s5y1HTM38EqyDXce","1yQ_8_-5mC0Gxulrxe9YZlDNNSQ9K9Kt8"
"맛살","맛살_box.png","맛살_line.png","https://drive.google.com/uc?export=download&id=1AAwAgJuFZ0L4HqaXZ19t3y7Txi8IDn-E","https://drive.google.com/uc?export=download&id=1582pk2M7Vd_QTsr_BLO-YcBVWiR79fOH","1AAwAgJuFZ0L4HqaXZ19t3y7Txi8IDn-E","1582pk2M7Vd_QTsr_BLO-YcBVWiR79fOH"
"멸치볶음","멸치볶음_box.png","멸치볶음_line.png","https://drive.google.com/uc?export=download&id=1Rqx6bIK5fHGVWUJz6V3x-MqmTq3OLK0L","https://drive.google.com/uc?export=download&id=1VEixyezNe01sbt-TrezqVY7pesnw6AOm","1Rqx6bIK5fHGVWUJz6V3x-MqmTq3OLK0L","1VEixyezNe01sbt-TrezqVY7pesnw6AOm"
"명란","명란_box.png","명란_line.png","https://drive.google.com/uc?export=download&id=1V48QTTL1fk51jaP5VM_gCoYqoY8Yub0G","https://drive.google.com/uc?export=download&id=1PTEv4xZXZeJ4lYZw1B-_AbWofwrpUD58","1V48QTTL1fk51jaP5VM_gCoYqoY8Yub0G","1PTEv4xZXZeJ4lYZw1B-_AbWofwrpUD58"
"무순","무순_box.png","무순_line.png","https://drive.google.com/uc?export=download&id=1bX2Z6fj0z530Yej7vxLkZZuuXNc3Poot","https://drive.google.com/uc?export=download&id=1tBlJYX6YouLUyJl19BRxTd-xqquImv7G","1bX2Z6fj0z530Yej7vxLkZZuuXNc3Poot","1tBlJYX6YouLUyJl19BRxTd-xqquImv7G"
"묵은지","묵은지_box.png","묵은지_line.png","https://drive.google.com/uc?export=download&id=1WzDbye-8P4PKUR2NubyIVxCDycu0QqhJ","https://drive.google.com/uc?export=download&id=1jvUUVWAVbvd6o_uG1cliulxRg8w0k0zY","1WzDbye-8P4PKUR2NubyIVxCDycu0QqhJ","1jvUUVWAVbvd6o_uG1cliulxRg8w0k0zY"
"버섯볶음","버섯볶음_box.png","버섯볶음_line.png","https://drive.google.com/uc?export=download&id=19PdikaYwGEWp228x-xILB7lhktYWqyo9","https://drive.google.com/uc?export=download&id=1Lm7kNXojS_dd3XosdYLPmokuRJvjRz5F","19PdikaYwGEWp228x-xILB7lhktYWqyo9","1Lm7kNXojS_dd3XosdYLPmokuRJvjRz5F"
"베이컨","베이컨_box.png","베이컨_line.png","https://drive.google.com/uc?export=download&id=1kJXD6sRs9j5ZlpTSmAaih5Kkbpd2j_8U","https://drive.google.com/uc?export=download&id=1hD-OOAZQmkDhcgFparY-SVEMPjQpTxBq","1kJXD6sRs9j5ZlpTSmAaih5Kkbpd2j_8U","1hD-OOAZQmkDhcgFparY-SVEMPjQpTxBq"
"볶음김치","볶음김치_box.png","볶음김치_line.png","https://drive.google.com/uc?export=download&id=16tk653yBkcsK2awn_RsAcOvaOO76YwMC","https://drive.google.com/uc?export=download&id=1cL7jTCcr5zyVWi-RAZcgeq0brLuENR6X","16tk653yBkcsK2awn_RsAcOvaOO76YwMC","1cL7jTCcr5zyVWi-RAZcgeq0brLuENR6X"
"부추","부추_box.png","부추_line.png","https://drive.google.com/uc?export=download&id=19SV608tsg30IgiJr_vn49GMSDyugpNM6","https://drive.google.com/uc?export=download&id=1oOanAEjgFx6KfbRV6oW4wTnQvdF4oPgM","19SV608tsg30IgiJr_vn49GMSDyugpNM6","1oOanAEjgFx6KfbRV6oW4wTnQvdF4oPgM"
"불고기","불고기_box.png","불고기_line.png","https://drive.google.com/uc?export=download&id=1js42ZPHjqmJgmEHDB6dA7VFAWnhziYkL","https://drive.google.com/uc?export=download&id=1WRTLaTOGRulm9g_EYnKDwehqlJs12-vO","1js42ZPHjqmJgmEHDB6dA7VFAWnhziYkL","1WRTLaTOGRulm9g_EYnKDwehqlJs12-vO"
"상추","상추_box.png","상추_line.png","https://drive.google.com/uc?export=download&id=1fnbpJEenfuu_0PYzTadyoBaBQQzMtFna","https://drive.google.com/uc?export=download&id=1airNZlM9HhTGolKcsPMn229fCQ0q4qqL","1fnbpJEenfuu_0PYzTadyoBaBQQzMtFna","1airNZlM9HhTGolKcsPMn229fCQ0q4qqL"
"새우","새우_box.png","새우_line.png","https://drive.google.com/uc?export=download&id=1xCL66zTkVW0syb4YVDytC17ifFw_FWtU","https://drive.google.com/uc?export=download&id=1fMEnJAGjmOoGxaQ8NBw2BiCaDnQT9Bta","1xCL66zTkVW0syb4YVDytC17ifFw_FWtU","1fMEnJAGjmOoGxaQ8NBw2BiCaDnQT9Bta"
"새우튀김","새우튀김_box.png","새우튀김_line.png","https://drive.google.com/uc?export=download&id=12etHLx3fSvMHjZE81NPYd4ddeVNIzwNi","https://drive.google.com/uc?export=download&id=1HMQsz_8RuJejIZYk9BP6XoQCZZiZqgeT","12etHLx3fSvMHjZE81NPYd4ddeVNIzwNi","1HMQsz_8RuJejIZYk9BP6XoQCZZiZqgeT"
"소시지","소시지_box.png","소시지_line.png","https://drive.google.com/uc?export=download&id=1_1YoF4yHWeEBCxK2u9FV4FgtuGqy9Xys","https://drive.google.com/uc?export=download&id=1YLFjMTUyNNfFbsaL0jVCowb-MkjU_X-T","1_1YoF4yHWeEBCxK2u9FV4FgtuGqy9Xys","1YLFjMTUyNNfFbsaL0jVCowb-MkjU_X-T"
"숙주","숙주_box.png","숙주_line.png","https://drive.google.com/uc?export=download&id=19wl00xyQm559ctxfouy1jqIZj31TvITs","https://drive.google.com/uc?export=download&id=1lTuAXCkT2krbP9OwK8zPvjOrw60g-1_t","19wl00xyQm559ctxfouy1jqIZj31TvITs","1lTuAXCkT2krbP9OwK8zPvjOrw60g-1_t"
"스크램블에그","스크램블에그_box.png","스크램블에그_line.png","https://drive.google.com/uc?export=download&id=1904RvBufiZ5dzfdAWr3j2AYa2JeuK1TI","https://drive.google.com/uc?export=download&id=1JRrVme5RUvyVyxRPdYV_Vk3BUTSkcYBA","1904RvBufiZ5dzfdAWr3j2AYa2JeuK1TI","1JRrVme5RUvyVyxRPdYV_Vk3BUTSkcYBA"
"스팸","스팸_box.png","스팸_line.png","https://drive.google.com/uc?export=download&id=1Ri7cPtfJLFuVF0be5F0zjiUQ7vIu6EIO","https://drive.google.com/uc?export=download&id=1yeUSKcK2beDmYH5xCvVkyJjkCB40N_Nc","1Ri7cPtfJLFuVF0be5F0zjiUQ7vIu6EIO","1yeUSKcK2beDmYH5xCvVkyJjkCB40N_Nc"
"시금치","시금치_box.png","시금치_line.png","https://drive.google.com/uc?export=download&id=1OXMEq7gl_WHdDZ11keBwKXtSfSUoHmaI","https://drive.google.com/uc?export=download&id=1cQYqnCQoVwC-FG70aPgAkfDM2k-1BuFE","1OXMEq7gl_WHdDZ11keBwKXtSfSUoHmaI","1cQYqnCQoVwC-FG70aPgAkfDM2k-1BuFE"
"아보카도","아보카도_box.png","아보카도_line.png","https://drive.google.com/uc?export=download&id=142HkEMWxXDhXoDgcqxsQkvDCbWLwlLv2","https://drive.google.com/uc?export=download&id=1NXs8ocaiNzlM--CWIR9YAZQyWY-O6wVE","142HkEMWxXDhXoDgcqxsQkvDCbWLwlLv2","1NXs8ocaiNzlM--CWIR9YAZQyWY-O6wVE"
"애호박","애호박_box.png","애호박_line.png","https://drive.google.com/uc?export=download&id=1-CO_LS-MTVzdk3qFy5VGfH2y41k86kFD","https://drive.google.com/uc?export=download&id=1OC9lu9ZHgK5Ce-0gXd0Blx6fAMI8KdK3","1-CO_LS-MTVzdk3qFy5VGfH2y41k86kFD","1OC9lu9ZHgK5Ce-0gXd0Blx6fAMI8KdK3"
"양배추","양배추_box.png","양배추_line.png","https://drive.google.com/uc?export=download&id=1wf5MrCyyiYkoZmqPJuaAUhPcZNe1H9Me","https://drive.google.com/uc?export=download&id=19JFgN_KVPMXsF8slXGk55fe6swtlG6Nm","1wf5MrCyyiYkoZmqPJuaAUhPcZNe1H9Me","19JFgN_KVPMXsF8slXGk55fe6swtlG6Nm"
"양상추","양상추_box.png","양상추_line.png","https://drive.google.com/uc?export=download&id=1UHDZK7xK2gGATxQAjzhppYcH3yqA1VYR","https://drive.google.com/uc?export=download&id=1aN5RaQ8k5UAhYsg32T_Xl7fMg4slSN0Y","1UHDZK7xK2gGATxQAjzhppYcH3yqA1VYR","1aN5RaQ8k5UAhYsg32T_Xl7fMg4slSN0Y"
"양파","양파_box.png","양파_line.png","https://drive.google.com/uc?export=download&id=1-uBBih3X7uGimu7GJe4QhfcP7ZV4IM4b","https://drive.google.com/uc?export=download&id=1RwxJXlqRc3D3cpFnyUnrIjdGCS_c6fFO","1-uBBih3X7uGimu7GJe4QhfcP7ZV4IM4b","1RwxJXlqRc3D3cpFnyUnrIjdGCS_c6fFO"
"어묵","어묵_box.png","어묵_line.png","https://drive.google.com/uc?export=download&id=1EZLkIBlMCyPaJiWgVHuxB5Wv4qx8WNBP","https://drive.google.com/uc?export=download&id=1g7_SQHqpKc6f1jKTzNktDwyQc8FYyWS0","1EZLkIBlMCyPaJiWgVHuxB5Wv4qx8WNBP","1g7_SQHqpKc6f1jKTzNktDwyQc8FYyWS0"
"연어","연어_box.png","연어_line.png","https://drive.google.com/uc?export=download&id=1tkyKVwFPXvhn7rKan4oJFLtWDUSxE7hs","https://drive.google.com/uc?export=download&id=1nSz1MmJwQ6bCl2GUz3yAfN7xntuvPSwg","1tkyKVwFPXvhn7rKan4oJFLtWDUSxE7hs","1nSz1MmJwQ6bCl2GUz3yAfN7xntuvPSwg"
"오이","오이_box.png","오이_line.png","https://drive.google.com/uc?export=download&id=1qG1bfe9Ez3QzR3MgM7dgsMGNDpmDHDOd","https://drive.google.com/uc?export=download&id=12o1fmDT10k-hI7x9IGQb3yXe9_Cr-OdK","1qG1bfe9Ez3QzR3MgM7dgsMGNDpmDHDOd","12o1fmDT10k-hI7x9IGQb3yXe9_Cr-OdK"
"오징어튀김","오징어튀김_box.png","오징어튀김_line.png","https://drive.google.com/uc?export=download&id=1eqTnFmPzQt5LSFZoPx2-iiBrZdqEAdG9","https://drive.google.com/uc?export=download&id=1Cgz3AC7DVo0gkxYZiJBCSYKRpoF7UqdS","1eqTnFmPzQt5LSFZoPx2-iiBrZdqEAdG9","1Cgz3AC7DVo0gkxYZiJBCSYKRpoF7UqdS"
"우엉조림","우엉조림_box.png","우엉조림_line.png","https://drive.google.com/uc?export=download&id=1OhPq7ZpwNqhmHYy3McZepVG6CeuLxXPr","https://drive.google.com/uc?export=download&id=1lWT76hX11ciGaKezdwDrSRrJEyk4VGrS","1OhPq7ZpwNqhmHYy3McZepVG6CeuLxXPr","1lWT76hX11ciGaKezdwDrSRrJEyk4VGrS"
"유부","유부_box.png","유부_line.png","https://drive.google.com/uc?export=download&id=1MJ-ZQHTctPuA50TulmC5weGgAIp0fPvR","https://drive.google.com/uc?export=download&id=15V33kIGxCWokrpn72xDCmtZXMcJWna5l","1MJ-ZQHTctPuA50TulmC5weGgAIp0fPvR","15V33kIGxCWokrpn72xDCmtZXMcJWna5l"
"장어","장어_box.png","장어_line.png","https://drive.google.com/uc?export=download&id=173GthagYLfnPW_vLGkSj9CGZcNKVpYsM","https://drive.google.com/uc?export=download&id=1Uvi10sCNlIixTzjm5-KVH-pMHMyuuRFC","173GthagYLfnPW_vLGkSj9CGZcNKVpYsM","1Uvi10sCNlIixTzjm5-KVH-pMHMyuuRFC"
"제육볶음","제육볶음_box.png","제육볶음_line.png","https://drive.google.com/uc?export=download&id=1t5G1DmW-MGG267yV-waJpx2fiSxNwaQt","https://drive.google.com/uc?export=download&id=133xA6M8k7aog_mf1O26vZ_SSnZ2gqRQ0","1t5G1DmW-MGG267yV-waJpx2fiSxNwaQt","133xA6M8k7aog_mf1O26vZ_SSnZ2gqRQ0"
"진미채","진미채_box.png","진미채_line.png","https://drive.google.com/uc?export=download&id=1u9fJAuzrSe4LZbiUCOX_w8VnlBYfU90O","https://drive.google.com/uc?export=download&id=1WK9rQtrLGSSo39uJGG6je4-C918iXUL1","1u9fJAuzrSe4LZbiUCOX_w8VnlBYfU90O","1WK9rQtrLGSSo39uJGG6je4-C918iXUL1"
"참치","참치_box.png","참치_line.png","https://drive.google.com/uc?export=download&id=11rJkgy8_51BJ9wX0I3W1qgYr1by48ZvI","https://drive.google.com/uc?export=download&id=1Vttqfq3GEiK6Xayad8_mGMw-G_kAYo9M","11rJkgy8_51BJ9wX0I3W1qgYr1by48ZvI","1Vttqfq3GEiK6Xayad8_mGMw-G_kAYo9M"
"치즈","치즈_box.png","치즈_line.png","https://drive.google.com/uc?export=download&id=1w7JdMrMehYNHxYp9J7esdHoQV-liHmnX","https://drive.google.com/uc?export=download&id=1yDvrpnqt5mcG7yoPtS7j4tcJs98Y04EA","1w7JdMrMehYNHxYp9J7esdHoQV-liHmnX","1yDvrpnqt5mcG7yoPtS7j4tcJs98Y04EA"
"콩나물","콩나물_box.png","콩나물_line.png","https://drive.google.com/uc?export=download&id=1zWEiBcEP-d50_n6iqJhXEicI5XHamK3F","https://drive.google.com/uc?export=download&id=1_ml2VZiSUdVwSD69NRdROahu2KTfrnqW","1zWEiBcEP-d50_n6iqJhXEicI5XHamK3F","1_ml2VZiSUdVwSD69NRdROahu2KTfrnqW"
"크래미","크래미_box.png","크래미_line.png","https://drive.google.com/uc?export=download&id=1lz3pk6Wgr3xJpOS0zDUkoDEk48UdB3mg","https://drive.google.com/uc?export=download&id=1WgB8Gb6HnjCcgMAVQZL4wFGi3wg67UX2","1lz3pk6Wgr3xJpOS0zDUkoDEk48UdB3mg","1WgB8Gb6HnjCcgMAVQZL4wFGi3wg67UX2"
"크림치즈","크림치즈_box.png","크림치즈_line.png","https://drive.google.com/uc?export=download&id=1yp6G4uHJItQZgbXEGSCwJgX5vDtQbF-F","https://drive.google.com/uc?export=download&id=1iJZn31JdIxBAuHrP7eHDdyrlVAe02Ffq","1yp6G4uHJItQZgbXEGSCwJgX5vDtQbF-F","1iJZn31JdIxBAuHrP7eHDdyrlVAe02Ffq"
"파프리카","파프리카_box.png","파프리카_line.png","https://drive.google.com/uc?export=download&id=1Np1ZVylAUluXiGkBP5rnH149J0MMRAZ9","https://drive.google.com/uc?export=download&id=1z8Dn35XE3ef4yoyRcvxQ0i9nfhaRXJXd","1Np1ZVylAUluXiGkBP5rnH149J0MMRAZ9","1z8Dn35XE3ef4yoyRcvxQ0i9nfhaRXJXd"
"팽이버섯","팽이버섯_box.png","팽이버섯_line.png","https://drive.google.com/uc?export=download&id=1kndiVg-wYQutTz_CU_3Zt2_hSF7HoUcW","https://drive.google.com/uc?export=download&id=1UhnT3YNOR6VWtrcv9uY2kGXuFZ7iDHJ9","1kndiVg-wYQutTz_CU_3Zt2_hSF7HoUcW","1UhnT3YNOR6VWtrcv9uY2kGXuFZ7iDHJ9"
"표고버섯","표고버섯_box.png","표고버섯_line.png","https://drive.google.com/uc?export=download&id=1PzeUn_G2Glvgg7rQuB1uO4Dckp5o6w-n","https://drive.google.com/uc?export=download&id=1rv9n9rLEdeZKUZceLWdmFsutErOO8nsT","1PzeUn_G2Glvgg7rQuB1uO4Dckp5o6w-n","1rv9n9rLEdeZKUZceLWdmFsutErOO8nsT"
"피망","피망_box.png","피망_line.png","https://drive.google.com/uc?export=download&id=1qFQlapWs0GiluzOibZTpumOHe-anNI-4","https://drive.google.com/uc?export=download&id=1ZNVnwcbUeUVa3lz2z-nfV4-hZmUWEmmT","1qFQlapWs0GiluzOibZTpumOHe-anNI-4","1ZNVnwcbUeUVa3lz2z-nfV4-hZmUWEmmT"
"햄","햄_box.png","햄_line.png","https://drive.google.com/uc?export=download&id=1qDs6rC40NMFp0C8JlP4s2rvbyK2erhy5","https://drive.google.com/uc?export=download&id=1BUl8osg5HBX4qN1TOYwOQ7wFczOYiElo","1qDs6rC40NMFp0C8JlP4s2rvbyK2erhy5","1BUl8osg5HBX4qN1TOYwOQ7wFczOYiElo"
